Date,Name,Year,Letterboxd URI,Rating
2017-09-04,Henry: Portrait of a Serial Killer,1986,https://letterboxd.com/film/henry-portrait-of-a-serial-killer/,3.5
2017-09-16,Funny Games,2007,https://letterboxd.com/film/funny-games-2007/,3.5
2017-09-16,The Death King,1990,https://letterboxd.com/film/the-death-king/,2
2017-09-18,Point Break,1991,https://letterboxd.com/film/point-break/,3
2017-09-19,Dirty Work,1998,https://letterboxd.com/film/dirty-work-1998/,3.5
2017-09-21,Foo Fighters: Back and Forth,2011,https://letterboxd.com/film/foo-fighters-back-and-forth/,3.5
2017-09-24,WNUF Halloween Special,2013,https://letterboxd.com/film/wnuf-halloween-special/,3.5
2017-09-28,It Comes at Night,2017,https://letterboxd.com/film/it-comes-at-night/,3.5
2017-10-01,David Lynch: The Art Life,2016,https://letterboxd.com/film/david-lynch-the-art-life/,4
2017-10-02,Night of the Living Dead,1968,https://letterboxd.com/film/night-of-the-living-dead/,3.5
2017-10-02,Dawn of the Dead,1978,https://letterboxd.com/film/dawn-of-the-dead/,4
2017-10-02,The Mutilator,1984,https://letterboxd.com/film/the-mutilator/,3
2017-10-02,Day of the Dead,1985,https://letterboxd.com/film/day-of-the-dead/,3
2017-10-03,Train to Busan,2016,https://letterboxd.com/film/train-to-busan/,4
2017-10-04,The Eyes of My Mother,2016,https://letterboxd.com/film/the-eyes-of-my-mother/,4
2017-10-05,I Drink Your Blood,1970,https://letterboxd.com/film/i-drink-your-blood/,3.5
2017-10-06,Creep,2014,https://letterboxd.com/film/creep-2014/,4
2017-10-07,The Monster Squad,1987,https://letterboxd.com/film/the-monster-squad/,2.5
2017-10-07,Night of the Creeps,1986,https://letterboxd.com/film/night-of-the-creeps/,4
2017-10-09,The 3 Rs,2011,https://letterboxd.com/film/the-3-rs/,3.5
2017-10-09,Raw,2016,https://letterboxd.com/film/raw-2016/,4
2017-10-09,Take Shelter,2011,https://letterboxd.com/film/take-shelter/,3.5
2017-10-10,Honeymoon,2014,https://letterboxd.com/film/honeymoon-2014/,3.5
2017-10-12,Black Devil Doll from Hell,1984,https://letterboxd.com/film/black-devil-doll-from-hell/,1
2017-10-13,Fright Night,1985,https://letterboxd.com/film/fright-night/,3.5
2017-10-13,The Collector,2009,https://letterboxd.com/film/the-collector-2009/,3
2017-10-14,Friday the 13th: The Final Chapter,1984,https://letterboxd.com/film/friday-the-13th-the-final-chapter/,3.5
2017-10-15,The Fly II,1989,https://letterboxd.com/film/the-fly-ii/,3
2017-10-16,The Prowler,1981,https://letterboxd.com/film/the-prowler-1981/,3
2017-10-16,Gerald's Game,2017,https://letterboxd.com/film/geralds-game/,3.5
2017-10-18,Frankenstein,1931,https://letterboxd.com/film/frankenstein-1931/,4
2017-10-18,The Babysitter,2017,https://letterboxd.com/film/the-babysitter-2017/,2.5
2017-10-18,The Happening,2008,https://letterboxd.com/film/the-happening/,2
2017-10-19,Maniac,2012,https://letterboxd.com/film/maniac-2012/,3
2017-10-21,Dracula,1931,https://letterboxd.com/film/dracula/,4
2017-10-24,Happy Death Day,2017,https://letterboxd.com/film/happy-death-day/,3
2017-10-24,The Bride of Frankenstein,1935,https://letterboxd.com/film/the-bride-of-frankenstein/,4
2017-10-25,White Zombie,1932,https://letterboxd.com/film/white-zombie/,2.5
2017-10-26,The Cannibal Man,1972,https://letterboxd.com/film/the-cannibal-man/,3
2017-10-27,Children of the Corn,1984,https://letterboxd.com/film/children-of-the-corn/,1.5
2017-10-29,Anguish,1987,https://letterboxd.com/film/anguish/,3
2017-10-29,Pumpkinhead,1988,https://letterboxd.com/film/pumpkinhead/,2.5
2017-10-29,The Changeling,1980,https://letterboxd.com/film/the-changeling/,3
2017-10-29,The Mist,2007,https://letterboxd.com/film/the-mist/,2.5
2017-10-29,Without Warning,1980,https://letterboxd.com/film/without-warning-1980/,3.5
2017-10-29,Satan's School for Girls,1973,https://letterboxd.com/film/satans-school-for-girls/,3
2017-10-29,"I, Madman",1989,https://letterboxd.com/film/i-madman/,3
2017-10-30,Scooby-Doo! and the Witch's Ghost,1999,https://letterboxd.com/film/scooby-doo-and-the-witchs-ghost/,3
2017-11-04,Motel Hell,1980,https://letterboxd.com/film/motel-hell/,3.5
2017-11-04,My Name Is Sarah,2007,https://letterboxd.com/film/my-name-is-sarah/,4.5
2017-11-20,Face/Off,1997,https://letterboxd.com/film/face-off/,3
2017-11-20,Good Time,2017,https://letterboxd.com/film/good-time/,4
2017-11-22,Jim & Andy: The Great Beyond,2017,https://letterboxd.com/film/jim-andy-the-great-beyond/,2.5
2017-11-22,Joan Didion: The Center Will Not Hold,2017,https://letterboxd.com/film/joan-didion-the-center-will-not-hold/,4
2017-11-26,Targets,1968,https://letterboxd.com/film/targets/,4.5
2017-12-03,Blade Runner 2049,2017,https://letterboxd.com/film/blade-runner-2049/,4.5
2017-12-03,Birdemic: Shock and Terror,2010,https://letterboxd.com/film/birdemic-shock-and-terror/,3.5
2017-12-03,Species,1995,https://letterboxd.com/film/species/,3
2017-12-09,Gaslight,1944,https://letterboxd.com/film/gaslight-1944/,4.5
2017-12-10,"Silent Night, Deadly Night",1984,https://letterboxd.com/film/silent-night-deadly-night/,3
2017-12-13,Black Christmas,1974,https://letterboxd.com/film/black-christmas/,4
2017-12-16,Home Alone,1990,https://letterboxd.com/film/home-alone/,4
2017-12-18,Sun Don't Shine,2012,https://letterboxd.com/film/sun-dont-shine/,4
2017-12-19,What Time Is It There?,2001,https://letterboxd.com/film/what-time-is-it-there/,5
2017-12-25,Detour,1945,https://letterboxd.com/film/detour/,4
2018-01-01,Tangerine,2015,https://letterboxd.com/film/tangerine/,4
2018-01-02,There Will Be Blood,2007,https://letterboxd.com/film/there-will-be-blood/,5
2018-01-04,Todd Barry: Spicy Honey,2017,https://letterboxd.com/film/todd-barry-spicy-honey/,4
2018-01-04,The Haunting,1963,https://letterboxd.com/film/the-haunting/,3.5
2018-01-06,Game Change,2012,https://letterboxd.com/film/game-change/,3
2018-01-06,The Snowman,2017,https://letterboxd.com/film/the-snowman-2017/,2.5
2018-01-06,The Abominable Snowman,1957,https://letterboxd.com/film/the-abominable-snowman/,2.5
2018-01-08,She's Too Young,2004,https://letterboxd.com/film/shes-too-young/,3.5
2018-01-12,Alien Intrusion: Unmasking a Deception,2018,https://letterboxd.com/film/alien-intrusion-unmasking-a-deception/,1.5
2018-01-13,I Don't Feel at Home in This World Anymore,2017,https://letterboxd.com/film/i-dont-feel-at-home-in-this-world-anymore/,4
2018-01-14,Phantom Thread,2017,https://letterboxd.com/film/phantom-thread/,4.5
2018-01-15,"I, Tonya",2017,https://letterboxd.com/film/i-tonya/,3.5
2018-01-15,Star Wars: The Last Jedi,2017,https://letterboxd.com/film/star-wars-the-last-jedi/,3.5
2018-01-18,It's a Wonderful Life,1946,https://letterboxd.com/film/its-a-wonderful-life/,3.5
2018-01-18,Passenger 57,1992,https://letterboxd.com/film/passenger-57/,3
2018-01-25,Punch-Drunk Love,2002,https://letterboxd.com/film/punch-drunk-love/,3.5
2018-01-30,Slacker,1990,https://letterboxd.com/film/slacker/,4.5
2018-02-09,The Conjuring,2013,https://letterboxd.com/film/the-conjuring/,2.5
2018-02-10,Tank,1984,https://letterboxd.com/film/tank-1984/,2.5
2018-02-11,Call Me by Your Name,2017,https://letterboxd.com/film/call-me-by-your-name/,3
2018-02-11,It,2017,https://letterboxd.com/film/it-2017/,3
2018-02-11,Boogie Nights,1997,https://letterboxd.com/film/boogie-nights/,4.5
2018-02-12,What We Do in the Shadows,2014,https://letterboxd.com/film/what-we-do-in-the-shadows/,4.5
2018-02-12,American Movie,1999,https://letterboxd.com/film/american-movie/,4
2018-02-25,The Conjuring 2,2016,https://letterboxd.com/film/the-conjuring-2/,2
2018-02-26,The Blackcoat's Daughter,2015,https://letterboxd.com/film/the-blackcoats-daughter/,4
2018-02-26,Alien: Covenant,2017,https://letterboxd.com/film/alien-covenant/,2
2018-03-01,Annihilation,2018,https://letterboxd.com/film/annihilation/,3.5
2018-03-03,Ouija: Origin of Evil,2016,https://letterboxd.com/film/ouija-origin-of-evil/,2.5
2018-03-04,The Exorcist,1973,https://letterboxd.com/film/the-exorcist/,4
2018-03-04,Vampire Hunter D,1985,https://letterboxd.com/film/vampire-hunter-d/,2
2018-03-07,Gun Crazy,1950,https://letterboxd.com/film/gun-crazy/,3.5
2018-03-08,Sunset Boulevard,1950,https://letterboxd.com/film/sunset-boulevard/,4
2018-03-12,The Public Enemy,1931,https://letterboxd.com/film/the-public-enemy/,3
2018-03-12,Hounds of Love,2016,https://letterboxd.com/film/hounds-of-love/,3
2018-03-15,The Strangers: Prey at Night,2018,https://letterboxd.com/film/the-strangers-prey-at-night/,3
2018-03-18,Them,2006,https://letterboxd.com/film/them-2006/,2.5
2018-03-18,The Fugitive,1993,https://letterboxd.com/film/the-fugitive-1993/,5
2018-03-18,Green Room,2015,https://letterboxd.com/film/green-room/,3.5
2018-03-19,Falling Down,1993,https://letterboxd.com/film/falling-down/,2.5
2018-03-19,Die Hard: With a Vengeance,1995,https://letterboxd.com/film/die-hard-with-a-vengeance/,3
2018-03-21,Beware the Slenderman,2016,https://letterboxd.com/film/beware-the-slenderman/,3
2018-03-21,Gun Fight,2011,https://letterboxd.com/film/gun-fight/,3
2018-03-24,Diabolique,1955,https://letterboxd.com/film/diabolique-1955/,4.5
2018-03-25,The Dark Knight Rises,2012,https://letterboxd.com/film/the-dark-knight-rises/,2.5
2018-03-27,The Nice Guys,2016,https://letterboxd.com/film/the-nice-guys/,4.5
2018-03-30,Blow Up of Blow-Up,2016,https://letterboxd.com/film/blow-up-of-blow-up/,2.5
2018-03-30,Black Panthers,1968,https://letterboxd.com/film/black-panthers/,3.5
2018-04-01,Five Easy Pieces,1970,https://letterboxd.com/film/five-easy-pieces/,3.5
2018-04-01,The Passion of Joan of Arc,1928,https://letterboxd.com/film/the-passion-of-joan-of-arc/,5
2018-04-02,Decasia,2002,https://letterboxd.com/film/decasia/,3.5
2018-04-02,Benny's Video,1992,https://letterboxd.com/film/bennys-video/,2.5
2018-04-04,Dawson City: Frozen Time,2016,https://letterboxd.com/film/dawson-city-frozen-time/,3.5
2018-04-06,Voyage to the Sky,1937,https://letterboxd.com/film/voyage-to-the-sky/,3.5
2018-04-08,Light Is Calling,2004,https://letterboxd.com/film/light-is-calling/,3.5
2018-04-09,The Film of Her,1996,https://letterboxd.com/film/the-film-of-her/,2.5
2018-04-12,Unsane,2018,https://letterboxd.com/film/unsane/,3
2018-04-14,Andre the Giant,2018,https://letterboxd.com/film/andre-the-giant/,3
2018-04-16,Zodiac,2007,https://letterboxd.com/film/zodiac/,4
2018-04-16,Se7en,1995,https://letterboxd.com/film/se7en/,4
2018-04-17,Eraserhead,1977,https://letterboxd.com/film/eraserhead/,5
2018-04-18,The Killing of a Sacred Deer,2017,https://letterboxd.com/film/the-killing-of-a-sacred-deer/,4.5
2018-04-19,In Search of Ozu,2018,https://letterboxd.com/film/in-search-of-ozu/,3.5
2018-04-24,Out of the Past,1947,https://letterboxd.com/film/out-of-the-past/,3
2018-04-30,My Winnipeg,2007,https://letterboxd.com/film/my-winnipeg/,3.5
2018-05-01,The Devils,1971,https://letterboxd.com/film/the-devils/,3.5
2018-05-05,Groundhog Day,1993,https://letterboxd.com/film/groundhog-day/,3.5
2018-05-05,Stripes,1981,https://letterboxd.com/film/stripes/,2
2018-05-06,Ghostbusters,1984,https://letterboxd.com/film/ghostbusters/,3
2018-05-13,Casino,1995,https://letterboxd.com/film/casino/,3
2018-05-20,The Perfect Roommate,2011,https://letterboxd.com/film/the-perfect-roommate/,2.5
2018-05-21,A Quiet Place,2018,https://letterboxd.com/film/a-quiet-place-2018/,2.5
2018-05-21,Skate Witches,1986,https://letterboxd.com/film/skate-witches/,5
2018-05-25,Manson's Lost Girls,2016,https://letterboxd.com/film/mansons-lost-girls/,2.5
2018-05-26,Re-Animator,1985,https://letterboxd.com/film/re-animator/,3
2018-05-26,Return of the Living Dead Part II,1988,https://letterboxd.com/film/return-of-the-living-dead-part-ii/,2
2018-05-27,Tales from the Crypt,1972,https://letterboxd.com/film/tales-from-the-crypt/,5
2018-05-28,Black Magic Part II,1976,https://letterboxd.com/film/black-magic-part-ii/,2.5
2018-06-01,The Alphabet,1968,https://letterboxd.com/film/the-alphabet/,4
2018-06-01,Altered States,1980,https://letterboxd.com/film/altered-states/,3.5
2018-06-02,Prince of Darkness,1987,https://letterboxd.com/film/prince-of-darkness/,1.5
2018-06-03,Christine,1983,https://letterboxd.com/film/christine-1983/,3
2018-06-03,In the Mouth of Madness,1994,https://letterboxd.com/film/in-the-mouth-of-madness/,3
2018-06-04,Peeping Tom,1960,https://letterboxd.com/film/peeping-tom/,3
2018-06-04,Enter the Dragon,1973,https://letterboxd.com/film/enter-the-dragon/,3
2018-06-04,My Cousin Vinny,1992,https://letterboxd.com/film/my-cousin-vinny/,4
2018-06-05,Boy Meets Girl,2015,https://letterboxd.com/film/boy-meets-girl-2015/,3.5
2018-06-08,Hereditary,2018,https://letterboxd.com/film/hereditary/,4.5
2018-06-10,The Room,2003,https://letterboxd.com/film/the-room/,3
2018-06-11,Police Story,1985,https://letterboxd.com/film/police-story/,3
2018-06-11,The Disaster Artist,2017,https://letterboxd.com/film/the-disaster-artist/,2
2018-06-14,Upgrade,2018,https://letterboxd.com/film/upgrade/,1.5
2018-06-17,From Dusk Till Dawn,1996,https://letterboxd.com/film/from-dusk-till-dawn/,2.5
2018-06-17,Near Dark,1987,https://letterboxd.com/film/near-dark/,3.5
2018-06-20,2001: A Space Odyssey,1968,https://letterboxd.com/film/2001-a-space-odyssey/,5
2018-06-25,Dunkirk,2017,https://letterboxd.com/film/dunkirk-2017/,3
2018-07-02,Raiders of the Lost Ark,1981,https://letterboxd.com/film/raiders-of-the-lost-ark/,5
2018-07-05,A Serbian Film,2010,https://letterboxd.com/film/a-serbian-film/,1.5
2018-07-05,The Belko Experiment,2016,https://letterboxd.com/film/the-belko-experiment/,3
2018-07-06,The Asphalt Jungle,1950,https://letterboxd.com/film/the-asphalt-jungle/,4.5
2018-07-07,555,1988,https://letterboxd.com/film/555-1988/,3
2018-07-07,Ozone,1995,https://letterboxd.com/film/ozone/,2
2018-07-08,Hack-O-Lantern,1988,https://letterboxd.com/film/hack-o-lantern/,3
2018-07-09,The Slumber Party Massacre,1982,https://letterboxd.com/film/the-slumber-party-massacre/,3
2018-07-10,The Fourth Kind,2009,https://letterboxd.com/film/the-fourth-kind/,3
2018-07-10,Burroughs: The Movie,1983,https://letterboxd.com/film/burroughs-the-movie/,3
2018-07-12,Choke,2001,https://letterboxd.com/film/choke-2001/,2
2018-07-15,Tourist Trap,1979,https://letterboxd.com/film/tourist-trap/,3.5
2018-07-16,Sorry to Bother You,2018,https://letterboxd.com/film/sorry-to-bother-you/,4
2018-07-17,Daughters of Darkness,1971,https://letterboxd.com/film/daughters-of-darkness/,4
2018-07-19,Robin Williams: Come Inside My Mind,2018,https://letterboxd.com/film/robin-williams-come-inside-my-mind/,3
2018-07-20,Hype!,1996,https://letterboxd.com/film/hype/,3
2018-07-22,Downrange,2017,https://letterboxd.com/film/downrange/,2.5
2018-07-22,mother!,2017,https://letterboxd.com/film/mother-2017/,3
2018-07-23,Blow Up My Town,1968,https://letterboxd.com/film/blow-up-my-town/,3.5
2018-07-23,Won't You Be My Neighbor?,2018,https://letterboxd.com/film/wont-you-be-my-neighbor/,5
2018-07-27,Burnt Offerings,1976,https://letterboxd.com/film/burnt-offerings/,3
2018-07-28,I Bury the Living,1958,https://letterboxd.com/film/i-bury-the-living/,3.5
2018-07-29,Backwoods Marcy,1999,https://letterboxd.com/film/film:461606/,1.5
2018-07-29,Dementia 13,1963,https://letterboxd.com/film/dementia-13/,3.5
2018-07-29,The Slime People,1963,https://letterboxd.com/film/the-slime-people/,2
2018-07-30,The Descent,2005,https://letterboxd.com/film/the-descent/,3
2018-08-01,Quiet Zone,2015,https://letterboxd.com/film/quiet-zone/,4.5
2018-08-05,Before Sunrise,1995,https://letterboxd.com/film/before-sunrise/,3.5
2018-08-06,Three Identical Strangers,2018,https://letterboxd.com/film/three-identical-strangers/,3
2018-08-09,Possession,1981,https://letterboxd.com/film/possession/,4.5
2018-08-13,Barry Lyndon,1975,https://letterboxd.com/film/barry-lyndon/,4.5
2018-08-14,Book of Shadows: Blair Witch 2,2000,https://letterboxd.com/film/book-of-shadows-blair-witch-2/,3
2018-08-22,Angst,1983,https://letterboxd.com/film/angst/,2
2018-08-25,My Bloody Valentine,1981,https://letterboxd.com/film/my-bloody-valentine/,2.5
2018-08-26,The 36th Chamber of Shaolin,1978,https://letterboxd.com/film/the-36th-chamber-of-shaolin/,4
2018-09-06,Video Voyeur: The Susan Wilson Story,2002,https://letterboxd.com/film/video-voyeur-the-susan-wilson-story/,4
2018-09-07,Terrifier,2016,https://letterboxd.com/film/terrifier-2016/,2
2018-09-08,VHS Massacre: Cult Films and the Decline of Physical Media,2016,https://letterboxd.com/film/vhs-massacre-cult-films-and-the-decline-of-physical-media/,2.5
2018-09-10,My Husband's Secret Wife,2018,https://letterboxd.com/film/my-husbands-secret-wife/,2
2018-09-13,Invasion of the Body Snatchers,1978,https://letterboxd.com/film/invasion-of-the-body-snatchers-1978/,4
2018-09-15,The Bad Lieutenant: Port of Call - New Orleans,2009,https://letterboxd.com/film/the-bad-lieutenant-port-of-call-new-orleans/,4
2018-09-17,Mandy,2018,https://letterboxd.com/film/mandy-2018/,4.5
2018-09-19,Spacehunter: Adventures in the Forbidden Zone,1983,https://letterboxd.com/film/spacehunter-adventures-in-the-forbidden-zone/,2
2018-09-20,The King of Comedy,1982,https://letterboxd.com/film/the-king-of-comedy/,4
2018-09-21,Army of Darkness,1992,https://letterboxd.com/film/army-of-darkness/,4
2018-09-22,Big Driver,2014,https://letterboxd.com/film/big-driver/,3.5
2018-09-22,Terror,2007,https://letterboxd.com/film/terror-2007/,5
2018-10-02,Alice Sweet Alice,1976,https://letterboxd.com/film/alice-sweet-alice/,3.5
2018-10-02,The Night of a Thousand Cats,1972,https://letterboxd.com/film/the-night-of-a-thousand-cats/,4
2018-10-04,Contamination,1980,https://letterboxd.com/film/contamination/,2
2018-10-04,The Boy,2016,https://letterboxd.com/film/the-boy-2016/,2.5
2018-10-05,Nightmare City,1980,https://letterboxd.com/film/nightmare-city/,3
2018-10-06,The Seventh Seal,1957,https://letterboxd.com/film/the-seventh-seal/,5
2018-10-06,De Düva: The Dove,1968,https://letterboxd.com/film/de-duva-the-dove/,4
2018-10-06,Bill & Ted's Bogus Journey,1991,https://letterboxd.com/film/bill-teds-bogus-journey/,4
2018-10-07,The Gore Gore Girls,1972,https://letterboxd.com/film/the-gore-gore-girls/,3
2018-10-07,Mausoleum,1983,https://letterboxd.com/film/mausoleum/,3.5
2018-10-07,Black Sabbath,1963,https://letterboxd.com/film/black-sabbath/,3
2018-10-08,The Wizard of Gore,1970,https://letterboxd.com/film/the-wizard-of-gore/,3
2018-10-08,Mark of the Witch,1970,https://letterboxd.com/film/mark-of-the-witch/,3
2018-10-09,The Screaming Skull,1958,https://letterboxd.com/film/the-screaming-skull/,3
2018-10-14,Asylum,1972,https://letterboxd.com/film/asylum/,3
2018-10-15,Sleepaway Camp II: Unhappy Campers,1988,https://letterboxd.com/film/sleepaway-camp-ii-unhappy-campers/,3
2018-10-16,Lisa and the Devil,1973,https://letterboxd.com/film/lisa-and-the-devil/,3
2018-10-17,Double Trouble,1992,https://letterboxd.com/film/double-trouble-1992/,2.5
2018-10-18,Sleepaway Camp III: Teenage Wasteland,1989,https://letterboxd.com/film/sleepaway-camp-iii-teenage-wasteland/,3
2018-10-19,Ænigma,1987,https://letterboxd.com/film/nigma/,2
2018-10-21,The Marine,2006,https://letterboxd.com/film/the-marine/,2
2018-10-22,The Witch Who Came from the Sea,1976,https://letterboxd.com/film/the-witch-who-came-from-the-sea/,2.5
2018-10-22,Satan,1974,https://letterboxd.com/film/satan-1974/,3
2018-10-24,The Visit,2015,https://letterboxd.com/film/the-visit-2015/,3.5
2018-10-25,Night of the Demons,1988,https://letterboxd.com/film/night-of-the-demons/,2.5
2018-10-27,[REC],2007,https://letterboxd.com/film/rec/,4
2018-10-27,Paranormal Activity,2007,https://letterboxd.com/film/paranormal-activity/,3
2018-10-27,She Demons,1958,https://letterboxd.com/film/she-demons/,2
2018-10-28,The War of the Worlds,1953,https://letterboxd.com/film/the-war-of-the-worlds/,3
2018-10-28,The Blob,1988,https://letterboxd.com/film/the-blob-1988/,3.5
2018-10-29,Killer Klowns from Outer Space,1988,https://letterboxd.com/film/killer-klowns-from-outer-space/,3
2018-10-29,The Deadly Spawn,1983,https://letterboxd.com/film/the-deadly-spawn/,3
2018-10-29,Village of the Damned,1995,https://letterboxd.com/film/village-of-the-damned-1995/,3
2018-10-30,Halloween,2018,https://letterboxd.com/film/halloween-2018/,3.5
2018-10-31,Body Melt,1993,https://letterboxd.com/film/body-melt/,2.5
2018-10-31,Jennifer's Body,2009,https://letterboxd.com/film/jennifers-body/,2
2018-11-01,The Wicker Man,1973,https://letterboxd.com/film/the-wicker-man/,4.5
2018-11-04,They'll Love Me When I'm Dead,2018,https://letterboxd.com/film/theyll-love-me-when-im-dead/,4.5
2018-11-09,The Final Terror,1983,https://letterboxd.com/film/the-final-terror/,2.5
2018-11-11,Fahrenheit 9/11,2004,https://letterboxd.com/film/fahrenheit-9-11/,3.5
2018-11-12,Suspiria,2018,https://letterboxd.com/film/suspiria-2018/,4
2018-11-14,Filmworker,2017,https://letterboxd.com/film/filmworker/,4
2018-11-18,The Black Cat,1981,https://letterboxd.com/film/the-black-cat-1981/,3.5
2018-11-19,All She Wants for Christmas,2006,https://letterboxd.com/film/all-she-wants-for-christmas/,3
2018-11-19,Sinister Minister,2017,https://letterboxd.com/film/sinister-minister/,2
2018-11-21,Cyborg 2,1993,https://letterboxd.com/film/cyborg-2/,1
2018-11-22,The Spirit of Christmas,2015,https://letterboxd.com/film/the-spirit-of-christmas-2015/,2
2018-11-25,The Hills Have Eyes,1977,https://letterboxd.com/film/the-hills-have-eyes/,3
2018-11-25,Blood Rage,1987,https://letterboxd.com/film/blood-rage-1987/,3
2018-11-26,Dead or Alive,1999,https://letterboxd.com/film/dead-or-alive/,3
2018-11-26,You Were Never Really Here,2017,https://letterboxd.com/film/you-were-never-really-here/,4
2018-11-29,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,https://letterboxd.com/film/electric-boogaloo-the-wild-untold-story-of-cannon-films/,3.5
2018-11-30,Opera,1987,https://letterboxd.com/film/opera/,3.5
2018-12-01,The Zodiac Killer,1971,https://letterboxd.com/film/the-zodiac-killer/,3.5
2018-12-01,Stalked by My Doctor,2015,https://letterboxd.com/film/stalked-by-my-doctor/,3
2018-12-02,The Boneyard,1991,https://letterboxd.com/film/the-boneyard/,2.5
2018-12-02,Never Take Sweets from a Stranger,1960,https://letterboxd.com/film/never-take-sweets-from-a-stranger/,3.5
2018-12-02,Lost Holiday: The Jim & Suzanne Shemwell Story,2007,https://letterboxd.com/film/lost-holiday-the-jim-suzanne-shemwell-story/,3
2018-12-03,Happy Birthday to Me,1981,https://letterboxd.com/film/happy-birthday-to-me/,3
2018-12-03,Grizzly,1976,https://letterboxd.com/film/grizzly/,4
2018-12-04,Maniac,1980,https://letterboxd.com/film/maniac-1980/,3.5
2018-12-05,Creepshow 2,1987,https://letterboxd.com/film/creepshow-2/,2
2018-12-05,Document of the Dead,1985,https://letterboxd.com/film/document-of-the-dead/,3
2018-12-09,Another Son of Sam,1977,https://letterboxd.com/film/another-son-of-sam/,2.5
2018-12-09,Beyond the Door,1974,https://letterboxd.com/film/beyond-the-door/,3
2018-12-11,The Legend of Boggy Creek,1972,https://letterboxd.com/film/the-legend-of-boggy-creek/,3
2018-12-12,Shirkers,2018,https://letterboxd.com/film/shirkers/,5
2018-12-13,The Clovehitch Killer,2018,https://letterboxd.com/film/the-clovehitch-killer/,4
2018-12-13,Road to Revenge,1993,https://letterboxd.com/film/road-to-revenge/,3.5
2018-12-15,Better Watch Out,2016,https://letterboxd.com/film/better-watch-out/,1
2018-12-16,Blood Hook,1986,https://letterboxd.com/film/blood-hook/,2.5
2018-12-16,Spine Tingler! The William Castle Story,2007,https://letterboxd.com/film/spine-tingler-the-william-castle-story/,3.5
2018-12-16,Christmas Evil,1980,https://letterboxd.com/film/christmas-evil/,4
2018-12-16,Nancy,2018,https://letterboxd.com/film/nancy/,4.5
2018-12-18,Bombshell,1933,https://letterboxd.com/film/bombshell/,4.5
2018-12-22,Cam,2018,https://letterboxd.com/film/cam/,3.5
2018-12-23,Phantasm,1979,https://letterboxd.com/film/phantasm/,3.5
2018-12-23,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,https://letterboxd.com/film/lost-soul-the-doomed-journey-of-richard-stanleys-island-of-dr-moreau/,2.5
2018-12-24,Nightbreed,1990,https://letterboxd.com/film/nightbreed/,2
2018-12-29,Vice,2018,https://letterboxd.com/film/vice-2018/,3.5
2018-12-31,Misery,1990,https://letterboxd.com/film/misery/,4
2018-12-31,A Simple Favor,2018,https://letterboxd.com/film/a-simple-favor/,1.5
2019-01-02,Duck Soup,1933,https://letterboxd.com/film/duck-soup-1933/,3
2019-01-02,Room Service,1938,https://letterboxd.com/film/room-service/,3.5
2019-01-02,Monkey Business,1931,https://letterboxd.com/film/monkey-business/,3.5
2019-01-02,A Night at the Opera,1935,https://letterboxd.com/film/a-night-at-the-opera/,5
